Peso	Fecha	Hora	Balanza
+    18Kg	13-7-2015	9:21:14	1
+    18Kg	13-7-2015	9:21:15	1
+    18Kg	13-7-2015	9:21:16	1
+    18Kg	13-7-2015	9:21:17	1
+    18Kg	13-7-2015	9:21:18	1
+    18Kg	13-7-2015	9:21:19	1
+    18Kg	13-7-2015	9:21:20	1
+    18Kg	13-7-2015	9:21:21	1
+    18Kg	13-7-2015	9:21:22	1
+    18Kg	13-7-2015	9:21:23	1
+    18Kg	13-7-2015	9:21:24	1
+    18Kg	13-7-2015	9:21:25	1
+    18Kg	13-7-2015	9:21:26	1
+    18Kg	13-7-2015	9:21:27	1
+    18Kg	13-7-2015	9:21:28	1
+    18Kg	13-7-2015	9:21:29	1
+    18Kg	13-7-2015	9:21:30	1
+    18Kg	13-7-2015	9:21:31	1
	13-7-2015	9:21:31	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	1